participant_id,group,scale,item_code,item_text,value
baseline0013,baseline,SelfEfficacy,SE_Q3,I can predict the result of a JavaScript program when given specific input values.,5.0
baseline0010,baseline,SelfEfficacy,SE_Q3,I can predict the result of a JavaScript program when given specific input values.,2.0
exp005,exp,SelfEfficacy,SE_Q3,I can predict the result of a JavaScript program when given specific input values.,3.0
exp006,exp,SelfEfficacy,SE_Q3,I can predict the result of a JavaScript program when given specific input values.,3.0
exp0013,exp,SelfEfficacy,SE_Q3,I can predict the result of a JavaScript program when given specific input values.,3.0
baseline003,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
baseline001,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",3.0
exp004,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
exp003,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",3.0
baseline007,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",4.0
baseline008,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",4.0
baseline009,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",4.0
baseline004,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",4.0
baseline005,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",4.0
exp009,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
exp015,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
exp007,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
exp00121,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
exp0010,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
exp0014,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",3.0
baseline0011,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
baseline0012,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",3.0
exp0011,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",4.0
baseline006,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",3.0
baseline0013,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
baseline0010,baseline,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
exp005,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
exp006,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",4.0
exp0013,exp,SelfEfficacy,SE_Q4,"I can identify and correct errors in my HTML, CSS, or JavaScript code with the help of AI.",5.0
baseline003,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
baseline001,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,2.0
exp004,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
exp003,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
baseline007,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
baseline008,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
baseline009,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
baseline004,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
baseline005,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
exp009,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
exp015,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
exp007,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
exp00121,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
exp0010,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
exp0014,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
baseline0011,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
baseline0012,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
exp0011,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
baseline006,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,3.0
baseline0013,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
baseline0010,baseline,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,4.0
exp005,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
exp006,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,3.0
exp0013,exp,SelfEfficacy,SE_Q5,I can understand error messages and AI-generated explanations when my code does not run correctly.,5.0
baseline003,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
baseline001,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,4.0
exp004,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,4.0
exp003,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,4.0
baseline007,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,3.0
baseline008,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,4.0
baseline009,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
baseline004,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
baseline005,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,4.0
exp009,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
exp015,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
exp007,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
exp00121,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
exp0010,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
exp0014,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,4.0
baseline0011,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,4.0
baseline0012,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,3.0
exp0011,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
baseline006,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,4.0
baseline0013,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,3.0
baseline0010,baseline,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
exp005,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
exp006,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,4.0
exp0013,exp,SelfEfficacy,SE_Q6,I can improve my programming skills by learning from AI debugging suggestions.,5.0
baseline003,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",5.0
baseline001,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
exp004,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
exp003,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
baseline007,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",5.0
baseline008,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
baseline009,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",5.0
baseline004,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
baseline005,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
exp009,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",2.0
exp015,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
exp007,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",5.0
exp00121,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",5.0
exp0010,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",5.0
exp0014,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
baseline0011,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
baseline0012,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
exp0011,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
baseline006,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",3.0
baseline0013,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",5.0
baseline0010,baseline,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
exp005,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
exp006,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
exp0013,exp,SelfEfficacy,SE_Q7,"I can write a simple web page using HTML, CSS, and JavaScript with AI guidance.",4.0
baseline003,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",5.0
baseline001,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",4.0
exp004,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",5.0
exp003,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",3.0
baseline008,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",3.0
baseline009,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",5.0
baseline004,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",5.0
baseline005,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",3.0
exp009,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",3.0
exp015,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",3.0
exp007,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",3.0
exp00121,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",5.0
exp0010,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",5.0
exp0014,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",4.0
baseline0011,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",4.0
baseline0012,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",4.0
exp0011,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",4.0
baseline006,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",3.0
baseline0013,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",5.0
baseline0010,baseline,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",3.0
exp005,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",4.0
exp006,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",3.0
exp0013,exp,SelfEfficacy,SE_Q8,"I can use AI to help me apply loops, conditions, or functions in JavaScript.",4.0
baseline003,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
baseline001,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,4.0
exp004,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
exp003,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,3.0
baseline007,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,4.0
baseline008,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,3.0
baseline009,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
baseline004,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
baseline005,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
exp009,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,1.0
exp015,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
exp007,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
exp00121,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
exp0010,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
exp0014,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
baseline0011,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
baseline0012,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,3.0
exp0011,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,4.0
baseline006,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,4.0
baseline0013,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,5.0
baseline0010,baseline,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,4.0
exp005,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,4.0
exp006,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,4.0
exp0013,exp,SelfEfficacy,SE_Q9,I can combine AI suggestions with my own knowledge to solve a programming task.,4.0
baseline003,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
baseline001,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,3.0
exp004,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
exp003,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,4.0
baseline007,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
baseline008,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,4.0
baseline009,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
baseline004,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
baseline005,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,4.0
exp009,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
exp015,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
exp007,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
exp00121,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
exp0010,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
exp0014,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
baseline0011,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
baseline0012,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,3.0
exp0011,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,4.0
baseline006,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,4.0
baseline0013,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
baseline0010,baseline,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,4.0
exp005,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,5.0
exp006,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,3.0
exp0013,exp,SelfEfficacy,SE_Q10,I feel confident that I can complete programming exercises with AI support.,4.0
baseline003,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
baseline001,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,4.0
exp004,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,4.0
exp003,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,4.0
baseline007,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
baseline008,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,3.0
baseline009,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
baseline004,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
baseline005,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,4.0
exp009,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,4.0
exp015,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
exp007,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
exp00121,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
exp0010,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
exp0014,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
baseline0011,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,3.0
baseline0012,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,4.0
exp0011,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
baseline006,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,4.0
baseline0013,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,3.0
baseline0010,baseline,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,4.0
exp005,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,5.0
exp006,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,3.0
exp0013,exp,SelfEfficacy,SE_Q11,I believe I can continue learning web development effectively with AI assistance.,4.0
baseline003,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
baseline001,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
exp004,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
exp003,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
baseline007,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
baseline008,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
baseline009,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
baseline004,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
baseline005,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
exp009,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
exp015,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
exp007,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",3.0
exp00121,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
exp0010,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
exp0014,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
baseline0011,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
baseline0012,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
exp0011,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",5.0
baseline006,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
baseline0013,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
baseline0010,baseline,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
exp005,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",4.0
exp006,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",3.0
exp0013,exp,SelfEfficacy,SE_Q12,"I can work more efficiently by dividing tasks between myself and AI (e.g., I focus on design, AI helps with debugging).",1.0
